"시설번호",시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,사용가능여부,설치연도,배관깊이,출수압력,배관지름,관할소방서명,관할소방서전화번호,데이터기준일자
"세교1호",1,경기도,오산시,41370,,경기도 오산시 양산동 294,37.194307,127.026089,양산동 294번지 빌라 앞,세교안전센터,N,Y,1999,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교2호",1,경기도,오산시,41370,경기도 오산시 한신대133번길 28,경기도 오산시 양산동 291,37.194536,127.025681,양산동 291번지 컨테이너 옆,세교안전센터,Y,Y,1999,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교3호",1,경기도,오산시,41370,경기도 오산시 한신대133번길 17-1,경기도 오산시양산동 304-2,37.195099,127.025195,지오빌라 옆,세교안전센터,N,Y,1999,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교4호",1,경기도,오산시,41370,,경기도 오산시 양산동 315-3,37.195917,127.027055,양산상회 앞,세교안전센터,Y,Y,1999,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교5호",1,경기도,오산시,41370,,경기도 오산시 양산동 317-9,37.195731,127.027485,양산상회 옆,세교안전센터,Y,Y,1995,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교6호",1,경기도,오산시,41370,,경기도 오산시 양산동 656-7,37.195062,127.022925,우리슈퍼 맞은편,세교안전센터,Y,Y,1995,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교7호",1,경기도,오산시,41370,,경기도 오산시 양산동 82-3,37.190406,127.032931,늘푸른오스카빌 아파트 입구 우측,세교안전센터,Y,Y,1998,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교8호",1,경기도,오산시,41370,,경기도 오산시 금암동 219,37.171947,127.053323,휴먼시아 13단지 1307동 앞 사거리 코너,세교안전센터,Y,Y,2001,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교9호",1,경기도,오산시,41370,,경기도 오산시 금암동 483-1,37.178903,127.046274,휴먼시아 803동앞,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교10호",1,경기도,오산시,41370,,경기도 오산시 금암동 485-2,37.179581,127.050359,주공10단지입구 1001동앞,세교안전센터,Y,Y,1998,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교11호",1,경기도,오산시,41370,경기도 오산시 수청로 124,경기도 오산시 금암동 486,37.178987,127.052689,필봉초등학교 정문 앞,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교12호",1,경기도,오산시,41370,,경기도 오산시 금암동 487-2,37.177257,127.052565,세교고등학교 정문 옆,세교안전센터,Y,Y,2011,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교13호",1,경기도,오산시,41370,,경기도 오산시 금암동 489,37.177682,127.054986,주공12단지 맞은편 어린이공원7호 앞,세교안전센터,Y,Y,2011,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교14호",1,경기도,오산시,41370,,경기도 오산시 금암동 491-5,37.177422,127.0555941,물향기 유치원 앞맞은편,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교15호",1,경기도,오산시,41370,경기도 오산시 수청로106번길 14,경기도 오산시 금암동 492-2,37.171625,127.059557,마포갈비 옆 도로변,세교안전센터,Y,Y,2011,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교16호",1,경기도,오산시,41370,경기도 오산시 문헌공로 45,경기도 오산시 금암동 495-2,37.177351,127.056365,세교지구 임마뉴엘교회앞,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교17호",1,경기도,오산시,41370,경기도 오산시 수목원로468번길 5,경기도 오산시 금암동 496,37.177464,127.048096,주공 9단지 상가,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교18호",1,경기도,오산시,41370,,경기도 오산시 금암동 497,37.175656,127.051542,주공12단지1206동 앞,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교19호",1,경기도,오산시,41370,경기도 오산시 문헌공로 3,경기도 오산시 금암동 502-5,37.176886,127.052901,세교@12단지 옆 상가단지,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교20호",1,경기도,오산시,41370,경기도 오산시 문헌공로 9,경기도 오산시 금암동 503-3,37.175629,127.051968,주공1204동 앞 인피니트 상가뒤,세교안전센터,Y,Y,2011,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교21호",1,경기도,오산시,41370,,경기도 오산시 금암동 504,37.178828,127.047491,주공8단지810동 입구,세교안전센터,Y,Y,2012,1,4.5,100,오산소방서,031-8059-7413,2021-04-12
"세교22호",1,경기도,오산시,41370,,경기도 오산시 금암동 506-1,37.176167,127.051252,주공12단지1207동 앞,세교안전센터,Y,Y,2012,1,4.1,100,오산소방서,031-8059-7413,2021-04-12
"세교23호",1,경기도,오산시,41370,,경기도 오산시 금암동 507,37.175839,127.053442,주공1202동 뒤 도로변,세교안전센터,Y,Y,2012,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교24호",1,경기도,오산시,41370,경기도 오산시 수청로 204-20,경기도 오산시 금암동 510,37.178413,127.043324,금암동 금암초교 정문앞,세교안전센터,Y,Y,2012,1,4.2,100,오산소방서,031-8059-7413,2021-04-12
"세교25호",1,경기도,오산시,41370,,경기도 오산시 금암동 512-1,37.177211,127.043857,금암동 주공 304동 상가 맞은편,세교안전센터,Y,Y,2012,1,2,100,오산소방서,031-8059-7413,2021-04-12
"세교26호",1,경기도,오산시,41370,,경기도 오산시 금암동 545,37.178829,127.048278,롯데슈퍼 건너편 주공8단지 앞,세교안전센터,Y,Y,2011,1,4.7,100,오산소방서,031-8059-7413,2021-04-12
"세교27호",1,경기도,오산시,41370,,경기도 오산시 금암동 513-2,37.176267,127.042664,금암동 주공 412동 앞,세교안전센터,Y,Y,2012,1,4.5,100,오산소방서,031-8059-7413,2021-04-12
"세교28호",1,경기도,오산시,41370,,경기도 오산시 금암동 516-1,37.176459,127.044345,금암동 파리바게트 앞,세교안전센터,Y,Y,2012,1,4.6,100,오산소방서,031-8059-7413,2021-04-12
"세교29호",1,경기도,오산시,41370,경기도 오산시 수청로 193,경기도 오산시 금암동 516-4,37.176874,127.045723,금암동 세교프라자 앞,세교안전센터,Y,Y,2012,1,4.2,100,오산소방서,031-8059-7413,2021-04-12
"세교30호",1,경기도,오산시,41370,,경기도 오산시 금암동 517-3,37.175375,127.044639,금암동5단지 상가 앞,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교31호",1,경기도,오산시,41370,,경기도 오산시 금암동 547,37.174393,127.044932,금암동 문시초교 진입로 사거리,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교32호",1,경기도,오산시,41370,,경기도 오산시 금암동 547,37.172459,127.045528,금암동 706동 진입로(후문),세교안전센터,Y,Y,2016,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교33호",1,경기도,오산시,41370,,경기도 오산시 금암동 522-3,37.170693,127.045516,주공7단지 입구 앞,세교안전센터,Y,Y,2011,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교34호",1,경기도,오산시,41370,,경기도 오산시 금암동 548-1,37.172559,127.050292,창의나라 어린이집 고인돌공원 입구,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교35호",1,경기도,오산시,41370,,경기도 오산시 금암동 526-7,37.171242,127.051589,세교할인마트 건너편,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교36호",1,경기도,오산시,41370,경기도 오산시 금암로 78,경기도 오산시 금암동 528-1,37.172067,127.049624,주공7단지 주공아파트 704동 옆,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교37호",1,경기도,오산시,41370,경기도 오산시 금암로16번길 36,경기도 오산시 금암동 531-8,37.171051,127.047415,금암동 703동 맞은편 인도,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교38호",1,경기도,오산시,41370,,경기도 오산시 금암동 548-10,37.170921,127.048741,금암동 703동 왼쪽 150M 지점,세교안전센터,Y,Y,2000,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교39호",1,경기도,오산시,41370,경기도 오산시 금암로 67,경기도 오산시 금암동 523-9,37.171536,127.0482822,금암동 704동 도로 따라 100M지점,세교안전센터,Y,Y,2000,1,3.5,100,오산소방서,031-8059-7413,2021-04-12
"세교40호",1,경기도,오산시,41370,,경기도 오산시 금암동 197-4,37.169855,127.048839,오산대역로 지곶동 방향 우측 702동 앞,세교안전센터,Y,Y,2000,1,7,100,오산소방서,031-8059-7413,2021-04-12
"세교41호",1,경기도,오산시,41370,,경기도 오산시 금암동 548-10,37.171253,127.049922,고인돌공원 창의나라 유치원 앞,세교안전센터,Y,Y,2011,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교42호",1,경기도,오산시,41370,경기도 오산시 금암로 15-11,경기도 오산시 금암동 537-8,37.170409,127.050803,주공7단지 702동 옆 50M부근,세교안전센터,Y,Y,2011,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교43호",1,경기도,오산시,41370,,경기도 오산시 금암동 545,37.179279,127.044934,금암초교 맞은편 804동 앞,세교안전센터,Y,Y,2010,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교44호",1,경기도,오산시,41370,경기도 오산시 여계산로 52-6,경기도 오산시 금암동 518,37.174756,127.046248,문시중학교 후문 앞,세교안전센터,Y,Y,2011,1,2.5,100,오산소방서,031-8059-7413,2021-04-12
"세교45호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 산 12,37.174683,127.072157,남영빌 앞 매홀고등학교 후문,세교안전센터,Y,Y,2012,1,2.5,100,오산소방서,031-8059-7413,2021-04-12
"세교46호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 902,37.175723,127.064145,오산세교자이 102동 앞,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교47호",1,경기도,오산시,41370,,경기도 오산시 수청동 9-21,37.167139,127.068404,내삼미로48번길 17 (진입로 앞),세교안전센터,Y,Y,1999,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교48호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 903-1,37.171071,127.063766,"물향기수목원지하차도,1608동뒤",세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교49호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 산 24-1,37.171322,127.066269,오산세교쌍용예가 앞 사거리,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교50호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 263-5,37.175949,127.062994,오산세교자이 114동 앞,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교51호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 산 29,37.171499,127.067259,세교 쌍용예가 정문 옆,세교안전센터,Y,Y,2012,1,4,100,오산소방서,031-8059-7413,2021-04-12
"세교52호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 898-3,37.171801,127.069006,삼거리세교 쌍용예가 인근,세교안전센터,Y,Y,2012,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교53호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 902,37.173071,127.069004,오산세교 쌍용예가 옆길,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교54호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 902,37.174199,127.069074,세교 호반베르디움 105동 인근,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교55호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 499-1,37.180185,127.057259,서남자동차공업사 앞,세교안전센터,Y,Y,1999,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교56호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 903-1,37.171233,127.065909,"세교16단지 입구, 1601동 앞",세교안전센터,Y,Y,2012,1,7,100,오산소방서,031-8059-7413,2021-04-12
"세교57호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 696-5,37.169082,127.068563,아넬로카페 앞,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교58호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 902,37.175282,127.069257,세교 호반베르디움 후문 10m지점,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교59호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 876,37.175319,127.057188,그랜드 D.C 아울렛 앞,세교안전센터,Y,Y,1999,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교60호",1,경기도,오산시,41370,경기도 오산시 수청로 75-11,경기도 오산시 내삼미동 859-11,37.17434999,127.055756,세교감리교회 앞,세교안전센터,Y,Y,1999,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교61호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 860-4,37.174679,127.057551,왕뼈감자탕 앞,세교안전센터,Y,Y,1999,1,3.8,100,오산소방서,031-8059-7413,2021-04-12
"세교62호",1,경기도,오산시,41370,경기도 오산시 수청로 32,경기도 오산시 내삼미동 861-10,37.172878,127.058177,우미아파트 정문 우측,세교안전센터,Y,Y,1998,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교63호",1,경기도,오산시,41370,경기도 오산시 수청로 30-13,경기도 오산시 내삼미동 861-16,37.173132,127.059505,세교프라자 건물 앞,세교안전센터,Y,Y,1999,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교64호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 902,37.175527,127.065859,호반베르디움 101동 앞 사거리,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교65호",1,경기도,오산시,41370,경기도 오산시 수청로50번길 1,경기도 오산시 내삼미동 856-18,37.174513,127.057795,SNP 모터스 횡단보도 앞,세교안전센터,Y,Y,1999,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교66호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 885-1,37.175484,127.054426,오산소방서 신청사 맞은편,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교67호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 897-2,37.173179,127.065537,세마초등학교 정문 근처,세교안전센터,Y,Y,2012,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교68호",1,경기도,오산시,41370,,경기도 오산시 세교동 567-28,37.187862,127.042078,세마역 진입로 입구,세교안전센터,Y,Y,2012,1,3.3,100,오산소방서,031-8059-7413,2021-04-12
"세교69호",1,경기도,오산시,41370,경기도 오산시 큰말25번길 28,경기도 오산시 세교동 396,37.188525,127.034676,마을회관 앞,세교안전센터,Y,Y,1999,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교70호",1,경기도,오산시,41370,,경기도 오산시 세교동 515,37.186523,127.035186,보호수 정자 앞,세교안전센터,Y,Y,1999,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교71호",1,경기도,오산시,41370,,경기도 오산시 세교동 590-1,37.188313,127.043216,세마역 뒤 코너,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교72호",1,경기도,오산시,41370,,경기도 오산시 세교동 583,37.189769,127.045911,오산시 문시로 세마대 사거리,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교73호",1,경기도,오산시,41370,,경기도 오산시 세교동 584-1,37.189718,127.043651,세마역 맞은편 양산동 입구,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교74호",1,경기도,오산시,41370,,경기도 오산시 세교동 588-4,37.188894,127.044118,세마역 뒤,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교75호",1,경기도,오산시,41370,,경기도 오산시 세교동 589-4,37.187918,127.044589,세마역 뒤편 길 입구 부근,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교76호",1,경기도,오산시,41370,,경기도 오산시 세교동 592-2,37.187066,127.044387,세마역 뒤편 길,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교77호",1,경기도,오산시,41370,,경기도 오산시 세교동 592-2,37.186849,127.044037,세마역 뒤편 길 좌측 끝 부분,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교78호",1,경기도,오산시,41370,,경기도 오산시 세교동 592-3,37.186549,127.045191,세마역 뒤편 길 입구 200m 지점,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교79호",1,경기도,오산시,41370,,경기도 오산시 세교동 592-5,37.185798,127.045565,세마역 뒤편 길 입구 400m 지점,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교80호",1,경기도,오산시,41370,,경기도 오산시 세교동 592-7,37.185646,127.046777,아이행복 어린이집 건너편,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교81호",1,경기도,오산시,41370,,경기도 오산시 세교동 597-1,37.187259,127.040388,세마동주민센터 부근 삼거리,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교82호",1,경기도,오산시,41370,경기도 오산시 세마역로 95,경기도 오산시 세교동 598-3,37.187153,127.042325,미니스톱 옆,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교83호",1,경기도,오산시,41370,경기도 오산시 수목원로 612,경기도 오산시 세교동 600-2,37.18640225,127.041321,세교1단지 잔다리마을 정문 맞은편,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교84호",1,경기도,오산시,41370,,경기도 오산시 세교동 599-3,37.185956,127.043288,세마역 공영주차장 건너편,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교85호",1,경기도,오산시,41370,,경기도 오산시 세교동 601-1,37.184979,127.042192,세교1단지 건너편 삼거리,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교86호",1,경기도,오산시,41370,,경기도 오산시 세교동 601-9,37.184351,127.042388,휴먼시아 102동 맞은편 삼거리,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교87호",1,경기도,오산시,41370,,경기도 오산시 세교동 602-4,37.184982,127.044199,놀이터 삼거리 근처,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교88호",1,경기도,오산시,41370,경기도 오산시 세마역로19번길 40,경기도 오산시 세교동 606-1,37.183993,127.043157,세마교회 앞,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교89호",1,경기도,오산시,41370,경기도 오산시 세마역로41번길 5,경기도 오산시 세교동 609-2,37.1836619,127.044344,힐링문화센터 앞,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교90호",1,경기도,오산시,41370,,경기도 오산시 세교동 631-15,37.181537,127.044916,꿈두레도서관 부근,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교91호",1,경기도,오산시,41370,경기도 오산시 세마역로19번길 33,경기도 오산시 세교동 611-2,37.183479,127.0429419,휴먼시아 202동 맞은편,세교안전센터,Y,Y,2012,1,3,100,오산소방서,031-8059-7413,2021-04-12
"세교92호",1,경기도,오산시,41370,,경기도 오산시 세교동 616-10,37.181648,127.043044,세마중 삼거리,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교93호",1,경기도,오산시,41370,경기도 오산시 세마역로 5,경기도 오산시 세교동 617-2,37.180658,127.043708,세교파출소 입구,세교안전센터,Y,Y,2011,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교94호",1,경기도,오산시,41370,,경기도 오산시 세교동 622-4,37.183272,127.041444,"201동,102동 사이",세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교95호",1,경기도,오산시,41370,,경기도 오산시 세교동 623-1,37.183134,127.040435,세교2단지 광성초교 앞,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교96호",1,경기도,오산시,41370,,경기도 오산시 세교동 628,37.187009,127.039411,세마동주민센터 부근 원일중기 앞,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교97호",1,경기도,오산시,41370,,경기도 오산시 세교동 629-2,37.181359,127.041991,세마중학교 정문옆,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교98호",1,경기도,오산시,41370,경기도 오산시 세마역로19번길 26-7,경기도 오산시 세교동 610-2,37.183096,127.0438804,cu 앞,세교안전센터,Y,Y,2012,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교99호",1,경기도,오산시,41370,,경기도 오산시 세교동 88-1,37.190471,127.038773,장수촌 식당 앞,세교안전센터,Y,Y,1999,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교100호",1,경기도,오산시,41370,경기도 오산시 수청로 30-13,경기도 오산시 수청동 558-6,37.172639,127.0594933,우미아파트 정문 맞은편 마이다스프라자 앞,세교안전센터,Y,Y,1998,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교101호",1,경기도,오산시,41370,경기도 오산시 수청로 11-5,경기도 오산시 수청동 568-1,37.170898,127.058173,우미아파트 110동 뒤편 도로,세교안전센터,Y,Y,1998,1,6,100,오산소방서,031-8059-7413,2021-04-12
"세교102호",1,경기도,오산시,41370,,경기도 오산시 수청동 2-12,37.168328,127.070203,매홀중학교 좌측 인도,세교안전센터,Y,Y,2012,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교106호",1,경기도,오산시,41370,,경기도 오산시 내삼미동 895-2,37.175223,127.061123,세교자이 113동앞 사거리,세교안전센터,Y,Y,2012,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교156호",1,경기도,오산시,41370,경기도 오산시 문헌공로 71,경기도 오산시 내삼미동 466-5,37.178043,127.056992,삼천리자전거 앞,세교안전센터,Y,Y,2011,1,5,100,오산소방서,031-8059-7413,2021-04-12
"세교103호",1,경기도,오산시,41370,경기도 오산시 박동길 20-9,경기도 오산시 수청동 산 43-5,37.166763,127.069888,가수주공@ 108동 뒤 빌라골목,세교안전센터,Y,Y,1999,1,4,100,오산소방서,031-8059-7413,2021-04-12
